Gene stable ID	Gene name
ENSG00000124688	MAD2L1BP
ENSG00000229414	KCNQ1-AS1
ENSG00000237941	KCNQ1DN
ENSG00000110628	SLC22A18
ENSG00000167600	CYP2S1
ENSG00000167601	AXL
ENSG00000175283	DOLK
ENSG00000156508	EEF1A1
ENSG00000181649	PHLDA2
ENSG00000133789	SWAP70
ENSG00000077942	FBLN1
ENSG00000139352	ASCL1
ENSG00000131981	LGALS3
ENSG00000148926	ADM
ENSG00000126787	DLGAP5
ENSG00000078668	VDAC3
ENSG00000118246	FASTKD2
ENSG00000181467	RAP2B
ENSG00000158516	CPA2
ENSG00000163898	LIPH
ENSG00000238120	LINC01589
ENSG00000172346	CSDC2
ENSG00000135678	CPM
ENSG00000128510	CPA4
ENSG00000205777	GAGE1
ENSG00000198879	SFMBT2
ENSG00000242522	KLHL6-AS1
ENSG00000153283	CD96
ENSG00000169926	KLF13
ENSG00000058335	RASGRF1
ENSG00000148219	ASTN2
ENSG00000070371	CLTCL1
ENSG00000058085	LAMC2
ENSG00000221867	MAGEA3
ENSG00000150201	FXYD4
ENSG00000161692	DBF4B
ENSG00000169813	HNRNPF
ENSG00000198930	CSAG1
ENSG00000213401	MAGEA12
ENSG00000103811	CTSH
ENSG00000157613	CREB3L1
ENSG00000116815	CD58
ENSG00000143184	XCL1
ENSG00000147383	NSDHL
ENSG00000204389	HSPA1A
ENSG00000204388	HSPA1B
ENSG00000072864	NDE1
ENSG00000184709	LRRC26
ENSG00000143228	NUF2
ENSG00000204001	LCN8
ENSG00000130741	EIF2S3
ENSG00000216490	IFI30
ENSG00000183963	SMTN
ENSG00000105649	RAB3A
ENSG00000187699	C2orf88
ENSG00000138172	CALHM2
ENSG00000204435	CSNK2B
ENSG00000130522	JUND
ENSG00000115233	PSMD14
ENSG00000103260	METRN
ENSG00000130517	PGPEP1
ENSG00000130147	SH3BP4
ENSG00000175003	SLC22A1
ENSG00000116833	NR5A2
ENSG00000001497	LAS1L
ENSG00000105655	ISYNA1
ENSG00000186185	KIF18B
ENSG00000071794	HLTF
ENSG00000261455	LINC01003
ENSG00000131094	C1QL1
ENSG00000175592	FOSL1
ENSG00000215808	LINC01139
ENSG00000182459	TEX19
ENSG00000165704	HPRT1
ENSG00000089041	P2RX7
ENSG00000223749	MIR503HG
ENSG00000204386	NEU1
ENSG00000251664	PCDHA12
ENSG00000100100	PIK3IP1
ENSG00000165643	SOHLH1
ENSG00000204592	HLA-E
ENSG00000128284	APOL3
ENSG00000166920	C15orf48
ENSG00000109099	PMP22
ENSG00000101391	CDK5RAP1
ENSG00000140511	HAPLN3
ENSG00000143653	SCCPDH
ENSG00000157766	ACAN
ENSG00000156427	FGF18
ENSG00000162851	TFB2M
ENSG00000145936	KCNMB1
ENSG00000143353	LYPLAL1
ENSG00000175315	CST6
ENSG00000108187	PBLD
ENSG00000087365	SF3B2
ENSG00000096746	HNRNPH3
ENSG00000280890	ELDR
ENSG00000132507	EIF5A
ENSG00000197746	PSAP
ENSG00000168453	HR
ENSG00000157020	SEC13
ENSG00000003436	TFPI
ENSG00000174871	CNIH2
ENSG00000075624	ACTB
ENSG00000168476	REEP4
ENSG00000117592	PRDX6
ENSG00000186197	EDARADD
ENSG00000183049	CAMK1D
ENSG00000129625	REEP5
ENSG00000135111	TBX3
ENSG00000197565	COL4A6
ENSG00000075618	FSCN1
ENSG00000168487	BMP1
ENSG00000138207	RBP4
ENSG00000101444	AHCY
ENSG00000236388	ITCH-AS1
ENSG00000101460	MAP1LC3A
ENSG00000101464	PIGU
ENSG00000182511	FES
ENSG00000127337	YEATS4
ENSG00000168496	FEN1
ENSG00000242767	ZBTB20-AS4
ENSG00000010438	PRSS3
ENSG00000012779	ALOX5
ENSG00000116574	RHOU
ENSG00000135617	PRADC1
ENSG00000197102	DYNC1H1
ENSG00000144476	ACKR3
ENSG00000205642	VCX3B
ENSG00000007255	TRAPPC6A
ENSG00000125798	FOXA2
ENSG00000162814	SPATA17
ENSG00000168661	ZNF30
ENSG00000221968	FADS3
ENSG00000101310	SEC23B
ENSG00000116679	IVNS1ABP
ENSG00000179148	ALOXE3
ENSG00000185527	PDE6G
ENSG00000067829	IDH3G
ENSG00000107249	GLIS3
ENSG00000124920	MYRF
ENSG00000067066	SP100
ENSG00000007392	LUC7L
ENSG00000154767	XPC
ENSG00000108055	SMC3
ENSG00000129152	MYOD1
ENSG00000143476	DTL
ENSG00000106780	MEGF9
ENSG00000140564	FURIN
ENSG00000125826	RBCK1
ENSG00000075239	ACAT1
ENSG00000119392	GLE1
ENSG00000138347	MYPN
ENSG00000151640	DPYSL4
ENSG00000259120	SMIM6
ENSG00000076043	REXO2
ENSG00000172183	ISG20
ENSG00000166794	PPIB
ENSG00000144908	ALDH1L1
ENSG00000085719	CPNE3
ENSG00000167772	ANGPTL4
ENSG00000139998	RAB15
ENSG00000101146	RAE1
ENSG00000137203	TFAP2A
ENSG00000116962	NID1
ENSG00000102003	SYP
ENSG00000105467	SYNGR4
ENSG00000105438	KDELR1
ENSG00000105447	GRWD1
ENSG00000173258	ZNF483
ENSG00000106853	PTGR1
ENSG00000088002	SULT2B1
ENSG00000197172	MAGEA6
ENSG00000174502	SLC26A9
ENSG00000112983	BRD8
ENSG00000174429	ABRA
ENSG00000225921	NOL7
ENSG00000100234	TIMP3
ENSG00000197183	NOL4L
ENSG00000196141	SPATS2L
ENSG00000196562	SULF2
ENSG00000182583	VCX
ENSG00000132481	TRIM47
ENSG00000110195	FOLR1
ENSG00000141569	TRIM65
ENSG00000130638	ATXN10
ENSG00000144959	NCEH1
ENSG00000105518	TMEM205
ENSG00000130707	ASS1
ENSG00000188064	WNT7B
ENSG00000117650	NEK2
ENSG00000144840	RABL3
ENSG00000205336	ADGRG1
ENSG00000126822	PLEKHG3
ENSG00000187266	EPOR
ENSG00000167881	SRP68
ENSG00000149591	TAGLN
ENSG00000205517	RGL3
ENSG00000124102	PI3
ENSG00000198680	TUSC1
ENSG00000080608	PUM3
ENSG00000010030	ETV7
ENSG00000198088	NUP62CL
ENSG00000196361	ELAVL3
ENSG00000112139	MDGA1
ENSG00000166192	SENP8
ENSG00000121064	SCPEP1
ENSG00000026751	SLAMF7
ENSG00000184887	BTBD6
ENSG00000198513	ATL1
ENSG00000100473	COCH
ENSG00000240065	PSMB9
ENSG00000089199	CHGB
ENSG00000089195	TRMT6
ENSG00000127399	LRRC61
ENSG00000184489	PTP4A3
ENSG00000121211	MND1
ENSG00000175305	CCNE2
ENSG00000092969	TGFB2
ENSG00000168918	INPP5D
ENSG00000102109	PCSK1N
ENSG00000102103	PQBP1
ENSG00000175166	PSMD2
ENSG00000182759	MAFA
ENSG00000072110	ACTN1
ENSG00000123297	TSFM
ENSG00000183765	CHEK2
ENSG00000104518	GSDMD
ENSG00000151632	AKR1C2
ENSG00000198189	HSD17B11
ENSG00000088826	SMOX
ENSG00000159625	DRC7
ENSG00000132681	ATP1A4
ENSG00000230176	LINC01433
ENSG00000147813	NAPRT
ENSG00000197321	SVIL
ENSG00000164306	PRIMPOL
ENSG00000142546	NOSIP
ENSG00000151725	CENPU
ENSG00000166130	IKBIP
ENSG00000135766	EGLN1
ENSG00000165215	CLDN3
ENSG00000115368	WDR75
ENSG00000120802	TMPO
ENSG00000110090	CPT1A
ENSG00000168243	GNG4
ENSG00000135245	HILPDA
ENSG00000136436	CALCOCO2
ENSG00000170745	KCNS3
ENSG00000116711	PLA2G4A
ENSG00000153113	CAST
ENSG00000168754	FAM178B
ENSG00000175899	A2M
ENSG00000178726	THBD
ENSG00000099901	RANBP1
ENSG00000185070	FLRT2
ENSG00000171227	TMEM37
ENSG00000123684	LPGAT1
ENSG00000241484	ARHGAP8
ENSG00000155090	KLF10
ENSG00000150593	PDCD4
ENSG00000070495	JMJD6
ENSG00000188921	HACD4
ENSG00000173868	PHOSPHO1
ENSG00000126947	ARMCX1
ENSG00000204262	COL5A2
ENSG00000102401	ARMCX3
ENSG00000235162	C12orf75
ENSG00000169169	CPT1C
ENSG00000135334	AKIRIN2
ENSG00000092208	GEMIN2
ENSG00000258839	MC1R
ENSG00000259974	LINC00261
ENSG00000150594	ADRA2A
ENSG00000107104	KANK1
ENSG00000105974	CAV1
ENSG00000157514	TSC22D3
ENSG00000169933	FRMPD4
ENSG00000112312	GMNN
ENSG00000239672	NME1
ENSG00000196878	LAMB3
ENSG00000106588	PSMA2
ENSG00000228223	HCG11
ENSG00000228812	LAMA5-AS1
ENSG00000051108	HERPUD1
ENSG00000211896	IGHG1
ENSG00000141052	MYOCD
ENSG00000125772	GPCPD1
ENSG00000106591	MRPL32
ENSG00000170801	HTRA3
ENSG00000204616	TRIM31
ENSG00000204385	SLC44A4
ENSG00000137449	CPEB2
ENSG00000161057	PSMC2
ENSG00000100219	XBP1
ENSG00000129084	PSMA1
ENSG00000165732	DDX21
ENSG00000183831	ANKRD45
ENSG00000172264	MACROD2
ENSG00000109107	ALDOC
ENSG00000214456	PLIN5
ENSG00000100644	HIF1A
ENSG00000106927	AMBP
ENSG00000089472	HEPH
ENSG00000185361	TNFAIP8L1
ENSG00000125848	FLRT3
ENSG00000128641	MYO1B
ENSG00000101353	MROH8
ENSG00000104852	SNRNP70
ENSG00000162877	PM20D1
ENSG00000138134	STAMBPL1
ENSG00000023608	SNAPC1
ENSG00000118705	RPN2
ENSG00000225383	SFTA1P
ENSG00000076382	SPAG5
ENSG00000165238	WNK2
ENSG00000196262	PPIA
ENSG00000113013	HSPA9
ENSG00000122882	ECD
ENSG00000175274	TP53I11
ENSG00000136872	ALDOB
ENSG00000235314	LINC00957
ENSG00000146112	PPP1R18
ENSG00000099860	GADD45B
ENSG00000111684	LPCAT3
ENSG00000135373	EHF
ENSG00000196230	TUBB
ENSG00000132639	SNAP25
ENSG00000180287	PLD5
ENSG00000184368	MAP7D2
ENSG00000138279	ANXA7
ENSG00000119632	IFI27L2
ENSG00000099797	TECR
ENSG00000159403	C1R
ENSG00000114354	TFG
ENSG00000159713	TPPP3
ENSG00000164331	ANKRA2
ENSG00000126803	HSPA2
ENSG00000129083	COPB1
ENSG00000137331	IER3
ENSG00000137285	TUBB2B
ENSG00000184916	JAG2
ENSG00000152700	SAR1B
ENSG00000105429	MEGF8
ENSG00000132603	NIP7
ENSG00000137267	TUBB2A
ENSG00000101076	HNF4A
ENSG00000160606	TLCD1
ENSG00000160602	NEK8
ENSG00000105427	CNFN
ENSG00000123700	KCNJ2
ENSG00000079385	CEACAM1
ENSG00000118193	KIF14
ENSG00000182687	GALR2
ENSG00000113621	TXNDC15
ENSG00000129910	CDH15
ENSG00000064601	CTSA
ENSG00000183780	SLC35F3
ENSG00000205883	DEFB135
ENSG00000143194	MAEL
ENSG00000132002	DNAJB1
ENSG00000165678	GHITM
ENSG00000090889	KIF4A
ENSG00000076924	XAB2
ENSG00000162975	KCNF1
ENSG00000054267	ARID4B
ENSG00000112697	TMEM30A
ENSG00000182366	FAM87A
ENSG00000091879	ANGPT2
ENSG00000101210	EEF1A2
ENSG00000026025	VIM
ENSG00000182809	CRIP2
ENSG00000181163	NPM1
ENSG00000106665	CLIP2
ENSG00000198121	LPAR1
ENSG00000160796	NBEAL2
ENSG00000166788	SAAL1
ENSG00000165124	SVEP1
ENSG00000224116	INHBA-AS1
ENSG00000069275	NUCKS1
ENSG00000178531	CTXN1
ENSG00000103876	FAH
ENSG00000213145	CRIP1
ENSG00000148444	COMMD3
ENSG00000129654	FOXJ1
ENSG00000068489	PRR11
ENSG00000134339	SAA2
ENSG00000185420	SMYD3
ENSG00000205293	LINC01602
ENSG00000196268	ZNF493
ENSG00000119729	RHOQ
ENSG00000106772	PRUNE2
ENSG00000132423	COQ3
ENSG00000117280	RAB29
ENSG00000119669	IRF2BPL
ENSG00000177374	HIC1
ENSG00000241119	UGT1A9
ENSG00000159763	PIP
ENSG00000166165	CKB
ENSG00000163874	ZC3H12A
ENSG00000139329	LUM
ENSG00000107957	SH3PXD2A
ENSG00000205002	AARD
ENSG00000008853	RHOBTB2
ENSG00000241635	UGT1A1
ENSG00000123485	HJURP
ENSG00000198223	CSF2RA
ENSG00000088298	EDEM2
ENSG00000211448	DIO2
ENSG00000145287	PLAC8
ENSG00000120889	TNFRSF10B
ENSG00000173085	COQ2
ENSG00000136518	ACTL6A
ENSG00000088986	DYNLL1
ENSG00000100526	CDKN3
ENSG00000165272	AQP3
ENSG00000173535	TNFRSF10C
ENSG00000110871	COQ5
ENSG00000122133	PAEP
ENSG00000173530	TNFRSF10D
ENSG00000203497	PDCD4-AS1
ENSG00000213614	HEXA
ENSG00000127191	TRAF2
ENSG00000162545	CAMK2N1
ENSG00000136522	MRPL47
ENSG00000158825	CDA
ENSG00000070031	SCT
ENSG00000182621	PLCB1
ENSG00000158828	PINK1
ENSG00000119335	SET
ENSG00000005022	SLC25A5
ENSG00000041802	LSG1
ENSG00000123416	TUBA1B
ENSG00000185112	FAM43A
ENSG00000134107	BHLHE40
ENSG00000168002	POLR2G
ENSG00000116761	CTH
ENSG00000167701	GPT
ENSG00000117318	ID3
ENSG00000142676	RPL11
ENSG00000162231	NXF1
ENSG00000109511	ANXA10
ENSG00000131828	PDHA1
ENSG00000180113	TDRD6
ENSG00000117308	GALE
ENSG00000115828	QPCT
ENSG00000136490	LIMD2
ENSG00000163171	CDC42EP3
ENSG00000168356	SCN11A
ENSG00000187134	AKR1C1
ENSG00000169252	ADRB2
ENSG00000164287	CDC20B
ENSG00000217555	CKLF
ENSG00000160211	G6PD
ENSG00000131437	KIF3A
ENSG00000010610	CD4
ENSG00000078804	TP53INP2
ENSG00000142541	RPL13A
ENSG00000162723	SLAMF9
ENSG00000163399	ATP1A1
ENSG00000119397	CNTRL
ENSG00000182481	KPNA2
ENSG00000147677	EIF3H
ENSG00000261371	PECAM1
ENSG00000271605	MILR1
ENSG00000169242	EFNA1
ENSG00000125351	UPF3B
ENSG00000163347	CLDN1
ENSG00000187726	DNAJB13
ENSG00000108654	DDX5
ENSG00000153132	CLGN
ENSG00000164266	SPINK1
ENSG00000130826	DKC1
ENSG00000109424	UCP1
ENSG00000067064	IDI1
ENSG00000146830	GIGYF1
ENSG00000121895	TMEM156
ENSG00000101294	HM13
ENSG00000171223	JUNB
ENSG00000138794	CASP6
ENSG00000167815	PRDX2
ENSG00000104889	RNASEH2A
ENSG00000095585	BLNK
ENSG00000175505	CLCF1
ENSG00000138363	ATIC
ENSG00000074181	NOTCH3
ENSG00000132554	RGS22
ENSG00000155886	SLC24A2
ENSG00000102226	USP11
ENSG00000161714	PLCD3
ENSG00000152253	SPC25
ENSG00000111669	TPI1
ENSG00000137460	FHDC1
ENSG00000172725	CORO1B
ENSG00000186834	HEXIM1
ENSG00000161381	PLXDC1
ENSG00000142657	PGD
ENSG00000111875	ASF1A
ENSG00000122188	LAX1
ENSG00000135333	EPHA7
ENSG00000141750	STAC2
ENSG00000205542	TMSB4X
ENSG00000182118	FAM89A
ENSG00000072682	P4HA2
ENSG00000110063	DCPS
ENSG00000203930	LINC00632
ENSG00000048392	RRM2B
ENSG00000148498	PARD3
ENSG00000171497	PPID
ENSG00000234601	CHRM3-AS1
ENSG00000029559	IBSP
ENSG00000164754	RAD21
ENSG00000187109	NAP1L1
ENSG00000118777	ABCG2
ENSG00000196526	AFAP1
ENSG00000119508	NR4A3
ENSG00000138772	ANXA3
ENSG00000105290	APLP1
ENSG00000168427	KLHL30
ENSG00000136861	CDK5RAP2
ENSG00000138759	FRAS1
ENSG00000075131	TIPIN
ENSG00000172548	NIPAL4
ENSG00000172340	SUCLG2
ENSG00000151917	BEND6
ENSG00000187091	PLCD1
ENSG00000144485	HES6
ENSG00000236287	ZBED5
ENSG00000175390	EIF3F
ENSG00000138821	SLC39A8
ENSG00000114850	SSR3
ENSG00000105669	COPE
ENSG00000163273	NPPC
ENSG00000163636	PSMD6
ENSG00000183018	SPNS2
ENSG00000128591	FLNC
ENSG00000163283	ALPP
ENSG00000109861	CTSC
ENSG00000078237	TIGAR
ENSG00000118972	FGF23
ENSG00000148513	ANKRD30A
ENSG00000167741	GGT6
ENSG00000184545	DUSP8
ENSG00000188176	SMTNL2
ENSG00000244242	IFITM10
ENSG00000120053	GOT1
ENSG00000051128	HOMER3
ENSG00000117984	CTSD
ENSG00000123353	ORMDL2
ENSG00000163468	CCT3
ENSG00000123342	MMP19
ENSG00000198826	ARHGAP11A
ENSG00000065357	DGKA
ENSG00000123240	OPTN
ENSG00000166923	GREM1
ENSG00000065328	MCM10
ENSG00000162366	PDZK1IP1
ENSG00000189030	VHLL
ENSG00000142484	TM4SF5
ENSG00000183876	ARSI
ENSG00000107537	PHYH
ENSG00000146476	ARMT1
ENSG00000135821	GLUL
ENSG00000142507	PSMB6
ENSG00000026103	FAS
ENSG00000130234	ACE2
ENSG00000172006	ZNF554
ENSG00000085871	MGST2
ENSG00000213619	NDUFS3
ENSG00000172000	ZNF556
ENSG00000164022	AIMP1
ENSG00000258366	RTEL1
ENSG00000204252	HLA-DOA
ENSG00000087085	ACHE
ENSG00000176046	NUPR1
ENSG00000165434	PGM2L1
ENSG00000072858	SIDT1
ENSG00000129355	CDKN2D
ENSG00000129354	AP1M2
ENSG00000138449	SLC40A1
ENSG00000131470	PSMC3IP
ENSG00000144036	EXOC6B
ENSG00000231500	RPS18
ENSG00000081041	CXCL2
ENSG00000134072	CAMK1
ENSG00000170525	PFKFB3
ENSG00000159352	PSMD4
ENSG00000158402	CDC25C
ENSG00000227057	WDR46
ENSG00000138796	HADH
ENSG00000158710	TAGLN2
ENSG00000186907	RTN4RL2
ENSG00000140332	TLE3
ENSG00000162734	PEA15
ENSG00000244038	DDOST
ENSG00000175606	TMEM70
ENSG00000167900	TK1
ENSG00000154589	LY96
ENSG00000120738	EGR1
ENSG00000089685	BIRC5
ENSG00000132821	VSTM2L
ENSG00000213593	TMX2
ENSG00000105835	NAMPT
ENSG00000169248	CXCL11
ENSG00000135914	HTR2B
ENSG00000007038	PRSS21
ENSG00000198959	TGM2
ENSG00000156966	B3GNT7
ENSG00000102409	BEX4
ENSG00000047644	WWC3
ENSG00000180801	ARSJ
ENSG00000023318	ERP44
ENSG00000095539	SEMA4G
ENSG00000237649	KIFC1
ENSG00000118785	SPP1
ENSG00000180638	SLC47A2
ENSG00000125347	IRF1
ENSG00000147010	SH3KBP1
ENSG00000147689	FAM83A
ENSG00000235120	BSN-AS1
ENSG00000163499	CRYBA2
ENSG00000129422	MTUS1
ENSG00000054654	SYNE2
ENSG00000237512	UNC5B-AS1
ENSG00000077150	NFKB2
ENSG00000170624	SGCD
ENSG00000167680	SEMA6B
ENSG00000136859	ANGPTL2
ENSG00000185198	PRSS57
ENSG00000132792	CTNNBL1
ENSG00000166224	SGPL1
ENSG00000104529	EEF1D
ENSG00000065613	SLK
ENSG00000076053	RBM7
ENSG00000120256	LRP11
ENSG00000203722	RAET1G
ENSG00000134058	CDK7
ENSG00000126457	PRMT1
ENSG00000187288	CIDEC
ENSG00000156976	EIF4A2
ENSG00000107438	PDLIM1
ENSG00000236081	ELFN1-AS1
ENSG00000131876	SNRPA1
ENSG00000175567	UCP2
ENSG00000111364	DDX55
ENSG00000187021	PNLIPRP1
ENSG00000002822	MAD1L1
ENSG00000103253	HAGHL
ENSG00000140465	CYP1A1
ENSG00000013810	TACC3
ENSG00000006062	MAP3K14
ENSG00000213424	KRT222
ENSG00000179046	TRIML2
ENSG00000157150	TIMP4
ENSG00000062038	CDH3
ENSG00000187242	KRT12
ENSG00000171431	KRT20
ENSG00000240583	AQP1
ENSG00000175544	CABP4
ENSG00000150471	ADGRL3
ENSG00000173511	VEGFB
ENSG00000039068	CDH1
ENSG00000128944	KNSTRN
ENSG00000259384	GH1
ENSG00000164418	GRIK2
ENSG00000142233	NTN5
ENSG00000099814	CEP170B
ENSG00000166670	MMP10
ENSG00000172977	KAT5
ENSG00000178607	ERN1
ENSG00000141526	SLC16A3
ENSG00000054356	PTPRN
ENSG00000178982	EIF3K
ENSG00000152137	HSPB8
ENSG00000163536	SERPINI1
ENSG00000168566	SNRNP48
ENSG00000112578	BYSL
ENSG00000108849	PPY
ENSG00000112576	CCND3
ENSG00000178826	TMEM139
ENSG00000169297	NR0B1
ENSG00000278570	NR2E3
ENSG00000086712	TXLNG
ENSG00000182472	CAPN12
ENSG00000183549	ACSM5
ENSG00000173545	ZNF622
ENSG00000172818	OVOL1
ENSG00000102054	RBBP7
ENSG00000172757	CFL1
ENSG00000273706	LHX1
ENSG00000275700	AATF
ENSG00000204580	DDR1
ENSG00000113739	STC2
ENSG00000177721	ANXA2R
ENSG00000167004	PDIA3
ENSG00000119408	NEK6
ENSG00000159840	ZYX
ENSG00000087303	NID2
ENSG00000213186	TRIM59
ENSG00000146904	EPHA1
ENSG00000061794	MRPS35
ENSG00000101928	MOSPD1
ENSG00000184785	SMIM10
ENSG00000136930	PSMB7
ENSG00000180964	TCEAL8
ENSG00000087494	PTHLH
ENSG00000204065	TCEAL5
ENSG00000133134	BEX2
ENSG00000067057	PFKP
ENSG00000185988	PLK5
ENSG00000066382	MPPED2
ENSG00000114767	RRP9
ENSG00000198331	HYLS1
ENSG00000115009	CCL20
ENSG00000187720	THSD4
ENSG00000155849	ELMO1
ENSG00000123977	DAW1
ENSG00000074047	GLI2
ENSG00000075856	SART3
ENSG00000113312	TTC1
ENSG00000171914	TLN2
ENSG00000079263	SP140
ENSG00000108219	TSPAN14
ENSG00000168824	NSG1
ENSG00000189143	CLDN4
ENSG00000240720	LRRD1
ENSG00000145632	PLK2
ENSG00000107819	SFXN3
ENSG00000166922	SCG5
ENSG00000006118	TMEM132A
ENSG00000160888	IER2
ENSG00000119929	CUTC
ENSG00000134531	EMP1
ENSG00000180861	LINC01559
ENSG00000170312	CDK1
ENSG00000134324	LPIN1
ENSG00000163993	S100P
ENSG00000110446	SLC15A3
ENSG00000023330	ALAS1
ENSG00000140545	MFGE8
ENSG00000189275	LINC01164
ENSG00000247596	TWF2
ENSG00000146678	IGFBP1
ENSG00000146674	IGFBP3
ENSG00000185904	LINC00839
ENSG00000014641	MDH1
ENSG00000122642	FKBP9
ENSG00000167325	RRM1
ENSG00000120937	NPPB
ENSG00000120162	MOB3B
ENSG00000184009	ACTG1
ENSG00000261587	TMEM249
ENSG00000103642	LACTB
ENSG00000151474	FRMD4A
ENSG00000145390	USP53
ENSG00000185088	RPS27L
ENSG00000213853	EMP2
ENSG00000251381	LINC00958
ENSG00000213694	S1PR3
ENSG00000246228	CASC8
ENSG00000085733	CTTN
ENSG00000123975	CKS2
ENSG00000111716	LDHB
ENSG00000115216	NRBP1
ENSG00000107485	GATA3
ENSG00000006634	DBF4
ENSG00000140534	TICRR
ENSG00000156515	HK1
ENSG00000135318	NT5E
ENSG00000075142	SRI
ENSG00000137509	PRCP
ENSG00000174004	NRROS
ENSG00000115226	FNDC4
ENSG00000175161	CADM2
ENSG00000131462	TUBG1
ENSG00000133835	HSD17B4
ENSG00000184432	COPB2
ENSG00000137434	C6orf52
ENSG00000161642	ZNF385A
ENSG00000131475	VPS25
ENSG00000109684	CLNK
ENSG00000014123	UFL1
ENSG00000186815	TPCN1
ENSG00000155438	NIFK
ENSG00000102144	PGK1
ENSG00000185760	KCNQ5
ENSG00000104140	RHOV
ENSG00000183044	ABAT
ENSG00000198034	RPS4X
ENSG00000171631	P2RY6
ENSG00000123096	SSPN
ENSG00000128965	CHAC1
ENSG00000125931	CITED1
ENSG00000204525	HLA-C
ENSG00000166750	SLFN5
ENSG00000166257	SCN3B
ENSG00000148180	GSN
ENSG00000146376	ARHGAP18
ENSG00000172572	PDE3A
ENSG00000138778	CENPE
ENSG00000171202	TMEM126A
ENSG00000140368	PSTPIP1
ENSG00000086504	MRPL28
ENSG00000142089	IFITM3
ENSG00000151366	NDUFC2
ENSG00000145220	LYAR
ENSG00000166333	ILK
ENSG00000254221	PCDHGB1
ENSG00000134545	KLRC1
ENSG00000260916	CCPG1
ENSG00000125144	MT1G
ENSG00000196586	MYO6
ENSG00000159063	ALG8
ENSG00000248485	PCP4L1
ENSG00000188931	CFAP126
ENSG00000163739	CXCL1
ENSG00000163737	PF4
ENSG00000137507	LRRC32
ENSG00000163735	CXCL5
ENSG00000163734	CXCL3
ENSG00000182704	TSKU
ENSG00000040199	PHLPP2
ENSG00000029993	HMGB3
ENSG00000164620	RELL2
ENSG00000163072	NOSTRIN
ENSG00000175920	DOK7
ENSG00000163956	LRPAP1
ENSG00000223949	ROR1-AS1
ENSG00000198488	B3GNT6
ENSG00000164823	OSGIN2
ENSG00000104325	DECR1
ENSG00000225756	DBH-AS1
ENSG00000084073	ZMPSTE24
ENSG00000179218	CALR
ENSG00000138600	SPPL2A
ENSG00000111011	RSRC2
ENSG00000225434	LINC01504
ENSG00000156413	FUT6
ENSG00000155428	TRIM74
ENSG00000141576	RNF157
ENSG00000140297	GCNT3
ENSG00000027075	PRKCH
ENSG00000140307	GTF2A2
ENSG00000172270	BSG
ENSG00000185262	UBALD2
ENSG00000132510	KDM6B
ENSG00000165995	CACNB2
ENSG00000221869	CEBPD
ENSG00000236849	LINC01474
ENSG00000182749	PAQR7
ENSG00000117632	STMN1
ENSG00000131738	KRT33B
ENSG00000169894	MUC3A
ENSG00000182782	HCAR2
ENSG00000196917	HCAR1
ENSG00000233901	LINC01503
ENSG00000233429	HOTAIRM1
ENSG00000225706	PTPRD-AS1
ENSG00000067225	PKM
ENSG00000106004	HOXA5
ENSG00000176153	GPX2
ENSG00000142945	KIF2C
ENSG00000172409	CLP1
ENSG00000253405	EVX1-AS
ENSG00000174720	LARP7
ENSG00000095380	NANS
ENSG00000109610	SOD3
ENSG00000114346	ECT2
ENSG00000106789	CORO2A
ENSG00000095383	TBC1D2
ENSG00000077380	DYNC1I2
ENSG00000173846	PLK3
ENSG00000123358	NR4A1
ENSG00000183779	ZNF703
ENSG00000147475	ERLIN2
ENSG00000070785	EIF2B3
ENSG00000160867	FGFR4
ENSG00000167196	FBXO22
ENSG00000205403	CFI
ENSG00000126088	UROD
ENSG00000169752	NRG4
ENSG00000004846	ABCB5
ENSG00000135404	CD63
ENSG00000140374	ETFA
ENSG00000156675	RAB11FIP1
ENSG00000106052	TAX1BP1
ENSG00000215375	MYL5
ENSG00000120211	INSL4
ENSG00000169435	RASSF6
ENSG00000138835	RGS3
ENSG00000187840	EIF4EBP1
ENSG00000169220	RGS14
ENSG00000169429	CXCL8
ENSG00000135116	HRK
ENSG00000091073	DTX2
ENSG00000071539	TRIP13
ENSG00000117748	RPA2
ENSG00000117122	MFAP2
ENSG00000139192	TAPBPL
ENSG00000092820	EZR
ENSG00000010278	CD9
ENSG00000100439	ABHD4
ENSG00000186469	GNG2
ENSG00000118495	PLAGL1
ENSG00000011243	AKAP8L
ENSG00000117115	PADI2
ENSG00000132563	REEP2
ENSG00000197694	SPTAN1
ENSG00000213859	KCTD11
ENSG00000142619	PADI3
ENSG00000110958	PTGES3
ENSG00000204323	SMIM5
ENSG00000205277	MUC12
ENSG00000197261	C6orf141
ENSG00000120885	CLU
ENSG00000119723	COQ6
ENSG00000143512	HHIPL2
ENSG00000143498	TAF1A
ENSG00000205502	C2CD4B
ENSG00000140451	PIF1
ENSG00000153294	ADGRF4
ENSG00000073578	SDHA
ENSG00000196531	NACA
ENSG00000105997	HOXA3
ENSG00000170606	HSPA4
ENSG00000114019	AMOTL2
ENSG00000182175	RGMA
ENSG00000171320	ESCO2
ENSG00000130377	ACSBG2
ENSG00000119688	ABCD4
ENSG00000168078	PBK
ENSG00000145335	SNCA
ENSG00000135476	ESPL1
ENSG00000164548	TRA2A
ENSG00000168079	SCARA5
ENSG00000167642	SPINT2
ENSG00000119041	GTF3C3
ENSG00000167641	PPP1R14A
ENSG00000092621	PHGDH
