"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000323858 (pp) 9606.ENSP00000483495","false","pp","9606.ENSP00000323858 (pp) 9606.ENSP00000483495","0.837","0.159",,"0.14",,,,"0.889","0.178"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000499129","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000499129","0.746",,,"0.548",,,,"0.99","0.925"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000404190","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000404190","0.811",,,,,,,"0.952","0.757"
"pp","9606.ENSP00000323858 (pp) 9606.ENSP00000380982","false","pp","9606.ENSP00000323858 (pp) 9606.ENSP00000380982","0.835",,,"0.289",,,,"0.91","0.303"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000348838","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000348838","0.86",,"0.5","0.072",,,,"0.99","0.878"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000378699","0.895",,"0.9","0.999",,,,"0.999","0.999"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000336790","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000336790","0.1",,"0.75",,,,,"0.975","0.898"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000336868","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000336868","0.826",,"0.4","0.047",,,,"0.953","0.584"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000275493","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000275493","0.042",,,"0.103",,,,"0.804","0.791"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000262105","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000262105","0.435",,,"0.093","0.01",,,"0.869","0.766"
"pp","9606.ENSP00000323858 (pp) 9606.ENSP00000455106","false","pp","9606.ENSP00000323858 (pp) 9606.ENSP00000455106","0.925",,,"0.295",,,,"0.966","0.413"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000260363","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000260363","0.841",,,,,,,"0.922","0.533"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000369127","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000369127","0.269","0.399","0.162","0.442",,,,"0.904","0.605"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000437125","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000437125","0.308","0.057","0.5","0.756",,,,"0.983","0.824"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000399376","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000399376","0.067",,"0.9","0.354",,,,"0.954","0.33"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000356379","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000356379","0.839",,,,,,,"0.952","0.715"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000473631","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000473631","0.436",,"0.162","0.664",,,,"0.978","0.88"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000366179","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000366179","0.082",,,"0.693",,,,"0.987","0.96"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000434614","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000434614","0.099",,"0.9","0.994",,,,"0.999","0.751"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000380070","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000380070","0.078",,,"0.11",,,"0.045","0.806","0.782"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000362146","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000362146","0.843",,"0.4",,,,,"0.987","0.879"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000494957","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000494957","0.791",,,"0.072",,,,"0.851","0.296"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000335153","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000335153","0.379",,,"0.463","0.001",,,"0.968","0.912"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000345571","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000345571","0.236",,,,,,,"0.834","0.792"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000481380","0.855",,"0.4","0.588",,,,"0.995","0.89"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000265148","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000265148","0.809",,"0.4","0.051",,,,"0.967","0.734"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000340019","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000340019","0.543",,,"0.528",,,"0.043","0.908","0.607"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000296509","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000296509","0.812",,"0.4","0.127",,,,"0.988","0.9"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000499582","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000499582","0.825",,,"0.805",,,,"0.996","0.915"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000494750","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000494750","0.107",,,"0.212",,,,"0.808","0.749"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000364802","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000364802","0.295","0.058","0.5","0.097",,,,"0.809","0.462"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000300403","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000300403","0.836",,,"0.045",,,,"0.949","0.703"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000360609","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000360609","0.372",,,"0.396","0.001",,,"0.977","0.945"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000448665","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000448665","0.057",,,"0.295",,,,"0.921","0.892"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000438483","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000438483","0.718",,,"0.128",,,,"0.84","0.402"
"pp","9606.ENSP00000324422 (pp) 9606.ENSP00000494750","false","pp","9606.ENSP00000324422 (pp) 9606.ENSP00000494750","0.143",,"0.9","0.124",,,,"0.942","0.32"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000414109","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000414109","0.744",,,,,,,"0.871","0.516"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000357858","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000357858","0.213",,"0.4","0.369",,,,"0.88","0.646"
"pp","9606.ENSP00000324323 (pp) 9606.ENSP00000367841","false","pp","9606.ENSP00000324323 (pp) 9606.ENSP00000367841","0.055",,"0.72","0.513",,,,"0.957","0.709"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000263181","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000263181","0.571",,"0.4","0.069",,,,"0.835","0.395"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000268711","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000268711",,,,"0.8",,,,"0.824","0.159"
"pp","9606.ENSP00000256442 (pp) 9606.ENSP00000376457","false","pp","9606.ENSP00000256442 (pp) 9606.ENSP00000376457","0.62",,,"0.071",,,,"0.911","0.768"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000414398","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000414398","0.73","0.314","0.441","0.859",,,,"0.997","0.881"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000461879","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000461879","0.056",,"0.5","0.991",,,,"0.999","0.832"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000401445","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000401445","0.057",,"0.9","0.912",,,,"0.999","0.999"
"pp","9606.ENSP00000324323 (pp) 9606.ENSP00000376297","false","pp","9606.ENSP00000324323 (pp) 9606.ENSP00000376297","0.056",,"0.72","0.425",,,,"0.928","0.587"
"pp","9606.ENSP00000324422 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000324422 (pp) 9606.ENSP00000362680","0.073",,,"0.057",,,,"0.856","0.849"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000368458","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000368458","0.092",,"0.9",,,,,"0.909","0.079"
"pp","9606.ENSP00000324323 (pp) 9606.ENSP00000348965","false","pp","9606.ENSP00000324323 (pp) 9606.ENSP00000348965",,,"0.72","0.132",,,,"0.827","0.349"
"pp","9606.ENSP00000324422 (pp) 9606.ENSP00000379975","false","pp","9606.ENSP00000324422 (pp) 9606.ENSP00000379975","0.298",,,,,,,"0.8","0.728"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000345571","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000345571","0.054",,,"0.738",,,,"0.895","0.612"
"pp","9606.ENSP00000324173 (pp) 9606.ENSP00000385385","false","pp","9606.ENSP00000324173 (pp) 9606.ENSP00000385385","0.844",,"0.54","0.641",,,,"0.995","0.836"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000269305","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000269305",,,,"0.653",,,,"0.888","0.692"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000272645","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000272645","0.101",,"0.5","0.855",,,,"0.949","0.323"
"pp","9606.ENSP00000324422 (pp) 9606.ENSP00000458162","false","pp","9606.ENSP00000324422 (pp) 9606.ENSP00000458162","0.082",,"0.9",,,,,"0.931","0.309"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000481380","0.064",,"0.4","0.628","0.001",,,"0.948","0.783"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000285021","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000285021","0.061",,"0.5","0.421",,,,"0.808","0.377"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000476136","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000476136",,,,"0.8",,,,"0.828","0.178"
"pp","9606.ENSP00000324422 (pp) 9606.ENSP00000336775","false","pp","9606.ENSP00000324422 (pp) 9606.ENSP00000336775","0.043",,,"0.115",,,,"0.884","0.875"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000377969","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000377969","0.068",,"0.5","0.812",,,,"0.929","0.293"
"pp","9606.ENSP00000325074 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000325074 (pp) 9606.ENSP00000378699","0.082",,"0.5","0.32",,,,"0.807","0.455"
"pp","9606.ENSP00000325017 (pp) 9606.ENSP00000354720","false","pp","9606.ENSP00000325017 (pp) 9606.ENSP00000354720","0.148",,,"0.536",,,,"0.839","0.627"
"pp","9606.ENSP00000325017 (pp) 9606.ENSP00000354957","false","pp","9606.ENSP00000325017 (pp) 9606.ENSP00000354957","0.123",,,"0.536",,,,"0.82","0.593"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000261245","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000261245","0.173",,"0.9","0.999",,,,"0.999","0.998"
"pp","9606.ENSP00000325074 (pp) 9606.ENSP00000337641","false","pp","9606.ENSP00000325074 (pp) 9606.ENSP00000337641","0.139",,"0.54","0.187",,,,"0.972","0.926"
"pp","9606.ENSP00000325074 (pp) 9606.ENSP00000378323","false","pp","9606.ENSP00000325074 (pp) 9606.ENSP00000378323","0.1",,"0.9","0.468",,,,"0.96","0.275"
"pp","9606.ENSP00000256996 (pp) 9606.ENSP00000483236","false","pp","9606.ENSP00000256996 (pp) 9606.ENSP00000483236","0.049",,"0.9",,,,,"0.912","0.151"
"pp","9606.ENSP00000325017 (pp) 9606.ENSP00000341382","false","pp","9606.ENSP00000325017 (pp) 9606.ENSP00000341382","0.882",,"0.9","0.993",,,,"0.999","0.998"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000378699","0.098","0.066","0.9","0.723",,,,"0.976","0.158"
"pp","9606.ENSP00000256495 (pp) 9606.ENSP00000362649","false","pp","9606.ENSP00000256495 (pp) 9606.ENSP00000362649","0.049",,,"0.63",,,,"0.825","0.545"
"pp","9606.ENSP00000325136 (pp) 9606.ENSP00000369461","false","pp","9606.ENSP00000325136 (pp) 9606.ENSP00000369461","0.843",,"0.786","0.296",,,"0.08","0.989","0.573"
"pp","9606.ENSP00000256443 (pp) 9606.ENSP00000357748","false","pp","9606.ENSP00000256443 (pp) 9606.ENSP00000357748","0.127",,"0.9",,,,,"0.917","0.127"
"pp","9606.ENSP00000256996 (pp) 9606.ENSP00000304102","false","pp","9606.ENSP00000256996 (pp) 9606.ENSP00000304102","0.057",,"0.5","0.865",,,,"0.951","0.326"
"pp","9606.ENSP00000256759 (pp) 9606.ENSP00000295228","false","pp","9606.ENSP00000256759 (pp) 9606.ENSP00000295228","0.129",,"0.9","0.265",,,,"0.98","0.731"
"pp","9606.ENSP00000325074 (pp) 9606.ENSP00000391090","false","pp","9606.ENSP00000325074 (pp) 9606.ENSP00000391090","0.112",,,"0.841",,,,"0.907","0.399"
"pp","9606.ENSP00000256996 (pp) 9606.ENSP00000297579","false","pp","9606.ENSP00000256996 (pp) 9606.ENSP00000297579","0.055",,"0.9","0.292",,,,"0.934","0.131"
"pp","9606.ENSP00000325136 (pp) 9606.ENSP00000356015","false","pp","9606.ENSP00000325136 (pp) 9606.ENSP00000356015","0.111","0.155","0.9",,,,,"0.93","0.184"
"pp","9606.ENSP00000325074 (pp) 9606.ENSP00000349124","false","pp","9606.ENSP00000325074 (pp) 9606.ENSP00000349124","0.32",,"0.9",,,,,"0.95","0.33"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000360525","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000360525","0.435",,,"0.591",,,,"0.802","0.215"
"pp","9606.ENSP00000256996 (pp) 9606.ENSP00000285021","false","pp","9606.ENSP00000256996 (pp) 9606.ENSP00000285021","0.131",,"0.5","0.825",,,,"0.982","0.797"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000355011","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000355011","0.763",,,,,,,"0.972","0.887"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000362820","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000362820","0.782",,"0.4","0.323",,,,"0.956","0.57"
"pp","9606.ENSP00000256996 (pp) 9606.ENSP00000269305","false","pp","9606.ENSP00000256996 (pp) 9606.ENSP00000269305","0.202",,"0.9","0.095",,,,"0.979","0.745"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000356520","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000356520","0.717",,,"0.388",,,,"0.974","0.863"
"pp","9606.ENSP00000256996 (pp) 9606.ENSP00000355958","false","pp","9606.ENSP00000256996 (pp) 9606.ENSP00000355958","0.055",,"0.9","0.292",,,,"0.98","0.745"
"pp","9606.ENSP00000256996 (pp) 9606.ENSP00000350512","false","pp","9606.ENSP00000256996 (pp) 9606.ENSP00000350512","0.067",,"0.5","0.888",,,,"0.962","0.359"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000363745","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000363745","0.747",,"0.4","0.215",,,,"0.97","0.785"
"pp","9606.ENSP00000257566 (pp) 9606.ENSP00000323588","false","pp","9606.ENSP00000257566 (pp) 9606.ENSP00000323588",,,,"0.309",,,,"0.907","0.871"
"pp","9606.ENSP00000256996 (pp) 9606.ENSP00000476136","false","pp","9606.ENSP00000256996 (pp) 9606.ENSP00000476136",,,,"0.815",,,,"0.833","0.137"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000275603","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000275603","0.929",,"0.9","0.997",,,,"0.999","0.936"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000497641","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000497641","0.454",,,"0.614",,,"0.042","0.882","0.487"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000280326","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000280326","0.981","0.092","0.968","0.998",,,,"0.999","0.988"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000425031","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000425031","0.378",,,"0.14",,,,"0.811","0.675"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000421592","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000421592","0.725",,,"0.29",,,,"0.824","0.175"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000358089","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000358089","0.448",,"0.5","0.095",,,,"0.809","0.326"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000414398","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000414398","0.235",,"0.72","0.05",,,"0.042","0.814","0.193"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000483254","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000483254","0.292",,,"0.287",,,,"0.947","0.905"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000385269","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000385269","0.702",,,"0.234",,,,"0.898","0.592"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000339001","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000339001","0.304",,,"0.909",,,,"0.946","0.215"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000349168","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000349168","0.795",,"0.4","0.423",,,,"0.993","0.919"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000439020","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000439020","0.179",,"0.5","0.408",,,,"0.854","0.471"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000361540","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000361540","0.146",,,"0.994",,,,"0.995","0.142"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000349748","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000349748","0.79",,,"0.215",,,,"0.968","0.823"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000335153","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000335153","0.588",,,"0.127",,,,"0.849","0.616"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000360609","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000360609","0.605",,"0.72","0.127",,,,"0.956","0.6"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000262643","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000262643","0.072",,"0.5","0.056",,,,"0.805","0.608"
"pp","9606.ENSP00000325376 (pp) 9606.ENSP00000400142","false","pp","9606.ENSP00000325376 (pp) 9606.ENSP00000400142","0.831",,,"0.204",,,,"0.901","0.328"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000264254","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000264254","0.168",,,"0.987",,,,"0.99","0.169"
"pp","9606.ENSP00000325448 (pp) 9606.ENSP00000358939","false","pp","9606.ENSP00000325448 (pp) 9606.ENSP00000358939","0.328",,,"0.103",,,"0.111","0.882","0.807"
"pp","9606.ENSP00000325448 (pp) 9606.ENSP00000381736","false","pp","9606.ENSP00000325448 (pp) 9606.ENSP00000381736","0.878",,,,,,"0.042","0.921","0.383"
"pp","9606.ENSP00000325448 (pp) 9606.ENSP00000428184","false","pp","9606.ENSP00000325448 (pp) 9606.ENSP00000428184","0.042",,,"0.591",,,,"0.807","0.547"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000269305","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000269305","0.056",,"0.5","0.608",,,,"0.823","0.158"
"pp","9606.ENSP00000325448 (pp) 9606.ENSP00000362576","false","pp","9606.ENSP00000325448 (pp) 9606.ENSP00000362576","0.34",,,"0.314",,,"0.248","0.988","0.971"
"pp","9606.ENSP00000325448 (pp) 9606.ENSP00000378191","false","pp","9606.ENSP00000325448 (pp) 9606.ENSP00000378191","0.344",,"0.9","0.886",,,"0.045","0.997","0.725"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000295688","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000295688","0.918","0.079","0.968","0.998",,,,"0.999","0.985"
"pp","9606.ENSP00000325448 (pp) 9606.ENSP00000355890","false","pp","9606.ENSP00000325448 (pp) 9606.ENSP00000355890","0.905",,"0.9","0.897",,,"0.283","0.999","0.992"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000361076","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000361076","0.769",,,"0.058","0.036",,,"0.812","0.209"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000310129","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000310129","0.837",,,"0.095",,,,"0.864","0.154"
"pp","9606.ENSP00000326119 (pp) 9606.ENSP00000404503","false","pp","9606.ENSP00000326119 (pp) 9606.ENSP00000404503","0.072",,"0.9",,,,,"0.987","0.875"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000318297","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000318297","0.674",,"0.54","0.095",,,,"0.88","0.219"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000286788","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000286788","0.959","0.087","0.944","0.997",,,,"0.999","0.927"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000350071","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000350071","0.056",,,"0.994",,,,"0.994",
"pp","9606.ENSP00000325448 (pp) 9606.ENSP00000419851","false","pp","9606.ENSP00000325448 (pp) 9606.ENSP00000419851","0.722",,,,,,"0.106","0.835","0.393"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000458162","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000458162","0.173",,,"0.923",,,,"0.947","0.236"
"pp","9606.ENSP00000326219 (pp) 9606.ENSP00000480439","false","pp","9606.ENSP00000326219 (pp) 9606.ENSP00000480439",,"0.126","0.9","0.143",,,,"0.934","0.225"
"pp","9606.ENSP00000326119 (pp) 9606.ENSP00000365230","false","pp","9606.ENSP00000326119 (pp) 9606.ENSP00000365230",,,"0.9","0.742",,,,"0.999","0.998"
"pp","9606.ENSP00000326381 (pp) 9606.ENSP00000419449","false","pp","9606.ENSP00000326381 (pp) 9606.ENSP00000419449","0.166",,,"0.045",,,,"0.987","0.985"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000329915","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000329915","0.256",,"0.9",,,,,"0.922",
"pp","9606.ENSP00000326381 (pp) 9606.ENSP00000497641","false","pp","9606.ENSP00000326381 (pp) 9606.ENSP00000497641","0.145","0.056","0.5","0.419",,,,"0.959","0.853"
"pp","9606.ENSP00000326381 (pp) 9606.ENSP00000362688","false","pp","9606.ENSP00000326381 (pp) 9606.ENSP00000362688","0.572",,,"0.608",,,,"0.931","0.625"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000336799","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000336799","0.275",,"0.5","0.532",,,,"0.841","0.174"
"pp","9606.ENSP00000326381 (pp) 9606.ENSP00000360525","false","pp","9606.ENSP00000326381 (pp) 9606.ENSP00000360525","0.044",,,"0.476",,,,"0.88","0.781"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000437125","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000437125","0.579",,"0.54","0.126",,,"0.043","0.922","0.595"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000377958","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000377958","0.926","0.085","0.968","0.998",,,,"0.999","0.988"
"pp","9606.ENSP00000326381 (pp) 9606.ENSP00000425561","false","pp","9606.ENSP00000326381 (pp) 9606.ENSP00000425561","0.16",,"0.72","0.517",,,,"0.999","0.999"
"pp","9606.ENSP00000258149 (pp) 9606.ENSP00000272317","false","pp","9606.ENSP00000258149 (pp) 9606.ENSP00000272317",,,"0.5","0.985",,,,"0.994","0.341"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000362688","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000362688","0.807",,,"0.073",,,,"0.833","0.142"
"pp","9606.ENSP00000258091 (pp) 9606.ENSP00000299300","false","pp","9606.ENSP00000258091 (pp) 9606.ENSP00000299300","0.978",,"0.968","0.998",,,,"0.999","0.986"
"pp","9606.ENSP00000326381 (pp) 9606.ENSP00000433664","false","pp","9606.ENSP00000326381 (pp) 9606.ENSP00000433664","0.325",,"0.9","0.718",,,,"0.999","0.987"
"pp","9606.ENSP00000258149 (pp) 9606.ENSP00000385571","false","pp","9606.ENSP00000258149 (pp) 9606.ENSP00000385571",,,,"0.627",,,,"0.876","0.681"
"pp","9606.ENSP00000326381 (pp) 9606.ENSP00000339063","false","pp","9606.ENSP00000326381 (pp) 9606.ENSP00000339063","0.422",,,"0.095",,,,"0.88","0.79"
"pp","9606.ENSP00000326381 (pp) 9606.ENSP00000340691","false","pp","9606.ENSP00000326381 (pp) 9606.ENSP00000340691",,,"0.5","0.239",,,,"0.933","0.839"
"pp","9606.ENSP00000326381 (pp) 9606.ENSP00000361949","false","pp","9606.ENSP00000326381 (pp) 9606.ENSP00000361949","0.395",,,"0.265",,,,"0.82","0.629"
"pp","9606.ENSP00000258149 (pp) 9606.ENSP00000356832","false","pp","9606.ENSP00000258149 (pp) 9606.ENSP00000356832",,,"0.75","0.096",,,,"0.833","0.322"
"pp","9606.ENSP00000326381 (pp) 9606.ENSP00000426909","false","pp","9606.ENSP00000326381 (pp) 9606.ENSP00000426909","0.62",,,"0.098",,,,"0.835","0.558"
"pp","9606.ENSP00000326531 (pp) 9606.ENSP00000421592","false","pp","9606.ENSP00000326531 (pp) 9606.ENSP00000421592","0.223",,"0.9","0.705",,,,"0.994","0.794"
"pp","9606.ENSP00000258149 (pp) 9606.ENSP00000318195","false","pp","9606.ENSP00000258149 (pp) 9606.ENSP00000318195","0.06",,,"0.626",,,,"0.858","0.63"
"pp","9606.ENSP00000326550 (pp) 9606.ENSP00000361540","false","pp","9606.ENSP00000326550 (pp) 9606.ENSP00000361540","0.734",,,"0.114",,,,"0.842","0.384"
"pp","9606.ENSP00000258149 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000258149 (pp) 9606.ENSP00000378699",,,"0.4",,,,,"0.829","0.728"
"pp","9606.ENSP00000258149 (pp) 9606.ENSP00000441543","false","pp","9606.ENSP00000258149 (pp) 9606.ENSP00000441543","0.042",,"0.5","0.973",,,,"0.99","0.3"
